;Région lémanique;Espace Mittelland;Nordwestschweiz;Zürich;Ostschweiz;Zentralschweiz;Ticino
Homme;6855;6690;7094;7500;6307;6722;5693
Femme;6151;5658;5981;6192;5151;5608;4753
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
